UNITID,GRAD_DEBT_MDN,WDRAW_DEBT_MDN,LO_INC_DEBT_MDN,MD_INC_DEBT_MDN,HI_INC_DEBT_MDN,DEP_DEBT_MDN,IND_DEBT_MDN,FEMALE_DEBT_MDN,MALE_DEBT_MDN,FIRSTGEN_DEBT_MDN,NOTFIRSTGEN_DEBT_MDN,CUML_DEBT_P90,CUML_DEBT_P75,CUML_DEBT_P25,CUML_DEBT_P10,LOAN_EVER
441919,18331,6334,10431,13235,12000,9500,11834.5,11768,9500,11250,11000,27503,19000,5167,2922,0.921777118
441928,18331,6334,10431,13235,12000,9500,11834.5,11768,9500,11250,11000,27503,19000,5167,2922,0.921777118
441937,15000,8250,12326,11000,13000,10980,13750,12257.5,12352,12100,12500,29502,21000,5500,3500,0.625815809
441955,25827.5,9500,12667,17014,17000,14500,13000,14252,13259,13668,13486,33795,25729,5236.5,3167,0.800189188
441964,25827.5,9500,12667,17014,17000,14500,13000,14252,13259,13668,13486,33795,25729,5236.5,3167,0.800189188
441973,24750,7846,9500,12667,12500,11409,9500,10116.5,9834,9500,10500,34375,21326,4750,2632,0.81049936
441982,16125,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,19500,PrivacySuppressed,PrivacySuppressed,15500,15050,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,23250,9000,PrivacySuppressed,0.857142857
442037,9500,4658,8512.5,9180,7000,7145,8919.5,8615.5,8036,8406.5,8658,16416,10894,4554,1750,0.863373958
442046,9500,4658,8512.5,9180,7000,7145,8919.5,8615.5,8036,8406.5,8658,16416,10894,4554,1750,0.863373958
442064,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,
442073,9500,4658,8512.5,9180,7000,7145,8919.5,8615.5,8036,8406.5,8658,16416,10894,4554,1750,0.863373958
442134,8708,4750,8445,8708,9298,6974,9451,8445,9500,8409,8708,26921,9500,5500,3166,0.890413897
442161,33000,7881.5,10875,20000,20000,9500,14750,14750,13091.5,14375,14418,47243,31250,4750,2000,0.833483809
442204,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.085714286
442213,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
442222,24750,7846,9500,12667,12500,11409,9500,10116.5,9834,9500,10500,34375,21326,4750,2632,0.81049936
442231,27230,8845,13000,18750,19875,16875,13849,15042,14000,13717.5,15042,51944,30492,6000,3026,0.870712996
442240,11000,4750,9500,10495,9800,9500,11002.5,9800,9833,9833,9800,17338,13583,6000,3596,0.9066313
442295,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
442329,9500,4750,9500,9500,5500,7125,9500,9500,9500,9500,9500,9500,9500,5475,4125,0.850299401
442338,25827.5,9500,12667,17014,17000,14500,13000,14252,13259,13668,13486,33795,25729,5236.5,3167,0.800189188
442347,25827.5,9500,12667,17014,17000,14500,13000,14252,13259,13668,13486,33795,25729,5236.5,3167,0.800189188
442356,18500,10250,17000,15750,14250,12000,20000,15250,16875,15250,15250,30500,22587,9500,4750,0.950372208
442383,12317.5,4356,8867,11883,12224.5,9962.5,9776,10090.5,9346,10151,9039.5,17045,12946,4823,2312,0.931985294
442408,22001,7571,13000,16471,13000,12000,14700,12667,16406,13000,14084,32500,23167,6334,3167,0.849956955
442426,9500,6496,9500,9620,13000,9500,9500,9500,9500,9500,9500,20471.5,14750,5633.5,3500,0.914486922
442435,7376,3838,5418,PrivacySuppressed,PrivacySuppressed,4915,6226.5,3865,6876.5,6226,5570.5,10630,7825,3022,1842,0.158894646
442523,PrivacySuppressed,5850,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,5695,5593,4359,7047,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,9500,3457.5,PrivacySuppressed,0.747126437
442569,18490,7624,7395.5,9500,12500,3812,7718,7723,6875,7633.5,7669,21000,12308,3500,2839,0.878066642
442578,27889,9500,19000,20832,16832,16000,22333,19889,17039,20000,18632,48000,33764,6800,3167,0.891630901
442602,9500,4829.5,9499,9500,9500,9415,9500,9500,9500,9500,9500,27688,9500,5955,3000,0.880378159
442611,18500,4750,14750,14243,12000,13138,16829,12000,14243,14243,13875,25451,20000,6635,3485,0.864444861
442620,9500,4750,9500,9500,7500,7916.5,9500,9500,9396,9500,9500,11061,9500,5941,4007,0.856145251
442639,28337,9500,14250,PrivacySuppressed,PrivacySuppressed,14188,15786,16176,12585,15835,15514.5,43313,29500,4750,1537,0.771084337
442657,9500,4750,9476,8751.5,5500,5834.5,9500,9500,5500,9235,8919,9500,9500,5407,3595,0.85170068
442718,33523,9500,10626.5,16176.5,17500,9509,12543,13196,9352,12323.5,12234,39786,25097,5500,3168,0.849681267
442727,9500,4750,9500,9500,9387,8662,9500,9500,9493.5,9500,9500,11762,9653.5,4750,1667,0.799396682
442736,9500,4750,9500,9500,9278.5,9500,9500,9500,9500,9500,9500,11229,9500,7455,4750,0.860566449
442745,9970.5,6194,9275,9497,9500,8871,9500,9440,8973,9284,9481,21326,13554,6334,3167,0.859097127
442781,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
442790,9500,5000,9500,9500,9500,9500,9500,9500,9500,9500,9500,20000,11339,5833,3167,0.840321142
442806,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,
442815,8611,4350,7852.5,9293,9078.5,6524,8042,7927,7970,7912,8012,13164,9500,5052,2954,0.849498328
442842,17375,9500,12690,15078.5,9334.5,7837.5,14040,12120,14125,13708,12500,29500,21014,6250,3420,0.859188544
442879,7917,4750,7500,7885,7885,5500,7885,7885,7500,7885,7885,14099,9500,4999,2375,0.95247725
442888,10828,4750,9500,9500,11702,9500,9500,9500,9500,9500,9500,20000,12125,6366,3570,0.878509197
442897,22000,11500,12500,13770,13750,12500,12500,13196.5,12500,12500,12785,33035,24962,5687,2750,0.933220147
442930,9100,4572,7936,8783,9500,7808,8673,7808,8744,8623.5,8452,19571,12264,5500,3250,0.909758657
442949,39613,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,44789,18999,PrivacySuppressed,PrivacySuppressed
442958,9250,4750,4750,PrivacySuppressed,PrivacySuppressed,9766.5,4750,PrivacySuppressed,PrivacySuppressed,5802,5750,PrivacySuppressed,9833,4223,PrivacySuppressed,PrivacySuppressed
442967,8708,2521,8312,PrivacySuppressed,PrivacySuppressed,5500,8708,8312,6316,7664,8312,9500,9500,5464.5,2105,0.86328125
442976,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
442985,9500,4750,9500,PrivacySuppressed,PrivacySuppressed,9237,9500,9500,9500,5500,9500,9500,9500,4750,2750,0.827731092
443021,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
443030,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,
443049,16521,14750,15700,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,20500,15014,15278.5,16521,31500,25000,9500,4583,0.738636364
443058,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
443076,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
443100,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
443137,6756,3911,6756,6756,3911,3911,6756,6754.5,6756,6753,6756,6756,6756,4167,3379,0.93373494
443146,9500,4750,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,5500,6654,5000,6844,5500,6125,9500,9500,4750,2750,0.789115646
443173,13370.5,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,10122,12700,PrivacySuppressed,PrivacySuppressed,11049,10122,PrivacySuppressed,16635.5,8117,PrivacySuppressed,PrivacySuppressed
443207,7862,3910,7862,7862,5500,5500,7864,7861,7862,7861,7862,9500,8356,7229,5123,0.902834008
443216,13000,4750,12920,10671,7666,7708,12969,4864.5,12880,11926.5,12880,13000,13000,4928.5,4450,0.924012158
443225,13000,4750,12920,10671,7666,7708,12969,4864.5,12880,11926.5,12880,13000,13000,4928.5,4450,0.924012158
443234,12728,4750,9500,PrivacySuppressed,PrivacySuppressed,9083.5,9484.5,9500,7600,8883.5,9500,13352,13000,4750,3344,0.833802817
443252,1409,749,1358,PrivacySuppressed,PrivacySuppressed,1217,1394,1426,1337,1351,1377,2105,1646,932,697,0.179223744
443261,9500,4750,9500,9500,8840,9500,9500,9500,8299,9500,9500,12507,9500,6894,3476,0.902097902
443270,14356,8400,13702,13534,9500,9500,13702,14224.5,9500,14250,11263,21688,15682,8000,3850,0.878048781
443289,13000,5500,10903.5,13000,10556,10556,13000,PrivacySuppressed,PrivacySuppressed,11713,10944,17667,16000,8028,4750,0.900302115
443298,11028.5,5500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,5500,9500,8500,9500,9500,9500,12500,12500,5500,4000,0.913461539
443322,7917,4750,7917,PrivacySuppressed,PrivacySuppressed,7917,7917,7917,7917,7917,7917,15000,10241,7019,3959,0.929606625
443331,33116,12250,28437,27000,22500,21997,33214,26205,25146,26993,25500,41641,35500,14827,5500,0.955980571
443340,PrivacySuppressed,6450,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
443359,14881,9500,9500,PrivacySuppressed,PrivacySuppressed,9500,9500,9500,9500,9500,9500,16500,14854,6832,4750,0.915555556
443377,12000,8750,12100,12000,12000,12000,18170,PrivacySuppressed,PrivacySuppressed,12000,12000,20000,19665,10500,5500,0.826210826
443410,31000,9500,28988,22975,15024,17500,33995,14750,21750,26750,19000,43919,32500,8250,4750,0.952662722
443438,11875,6334,9500,10105.5,13872,9500,9500,9500,11317.5,9500,9500,20000,14070,7105,3167,0.88597973
443483,7600,3526,6374,7600,6391,4400,7600,7600,6374,7361,7600,7600,7600,3800,2200,0.901612903
443492,13560,7055,8755,8250,6500,6000,9500,9100,7081,8500,8215,21867,14418.5,4608,2750,0.774379688
443526,25827.5,9500,12667,17014,17000,14500,13000,14252,13259,13668,13486,33795,25729,5236.5,3167,0.800189188
443535,25827.5,9500,12667,17014,17000,14500,13000,14252,13259,13668,13486,33795,25729,5236.5,3167,0.800189188
443544,33000,7881.5,10875,20000,20000,9500,14750,14750,13091.5,14375,14418,47243,31250,4750,2000,0.833483809
443562,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
443571,10828,4750,9500,9500,11702,9500,9500,9500,9500,9500,9500,20000,12125,6366,3570,0.878509197
443599,PrivacySuppressed,PrivacySuppressed,7783.5,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,8058.5,7168,14250,9500,4750,2750,0.865342163
443623,16500,6000,12749,12931,11319,11133,13646,12912,12272,12058,12931,27594,19688,5814,3212,0.868754956
443632,9500,3264,9500,9500,5500,5500,9500,9500,9500,9500,9500,9500,9500,5500,3167,0.894049347
443641,11000,4750,9500,10495,9800,9500,11002.5,9800,9833,9833,9800,17338,13583,6000,3596,0.9066313
443650,23472,7435.5,9500,13709,10075,9500,10634,10411.5,9500,9744,9500,31500,22617,5793,3167,0.891891892
443669,9322,4750,8971,8078,6000,8313,9235,8919,8021,8919,8919,9500,9500,5500,4000,0.870385562
443678,11058,4750,8326,8928.5,8100,8233,8393,8407,7000,8454,8285,15232,12370,4591.5,2750,0.830463963
443687,29689,8146,14281,21171,20795,16915.5,14302,14302,16800,14500,14367.5,51281,31000,6332,3166,0.879924953
443696,6138,2731,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,3190,2972,3285,2802.5,8347,6423,1750,661,0.041442411
443702,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,
443748,9500,5547,9500,9500,7693.5,9500,9500,9500,8021,9500,9500,11336,9500,5294,2124,0.786873677
443766,36173.5,8296,8334,16769.5,17500.5,6334,10403,9836,9500,9500,9500,48000,30500,4500,2334,0.896555357
443784,36173.5,8296,8334,16769.5,17500.5,6334,10403,9836,9500,9500,9500,48000,30500,4500,2334,0.896555357
443827,9335,3771,8782,9043,9122,8592,8966,8965,8537.5,8766,8862,9500,9500,5500,3167,0.876331361
443836,9270,3924,8747.5,9075.5,9491,8554,9061,8907,8538,8817,8824.5,12638,9500,6000,3252,0.918979987
443845,7917,4750,7917,PrivacySuppressed,PrivacySuppressed,5500,7917,7917,9500,7917,7917,9500,9500,4750,3958,0.817567568
443854,10518.5,8000,9500,9500,7444,9500,9500,9500,9457.5,9500,9500,27834,16673,5499.5,2696,0.829308909
443942,16500,4750,12000,12000,10707.5,12000,16523,PrivacySuppressed,PrivacySuppressed,12000,12000,20000,20000,5500,3500,0.955172414
443951,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
443979,13385,4750,6837,6583,10194,10072,6582.5,PrivacySuppressed,PrivacySuppressed,6583,9500,21742.5,14167,5196.5,2750,PrivacySuppressed
444024,9500,4750,9500,9500,6655,7220.5,9500,9500,9253.5,9500,9500,11783,10308.5,5883.5,3500,0.786092215
444042,9000,4500,5334,6334,7040,4500,6303,5500,5030,5500,5500,15700,9834,3000,1485,0.407968519
444051,9833,4749,7918,9500,9112,8252.5,8756.5,PrivacySuppressed,PrivacySuppressed,7736,8955,14063,10943.5,5485,2750,0.867875648
444079,11667,6334,9799,9594.5,9500,9500,9854,9500,12696.5,9500,9761,17559,13149,7201.5,3686,0.849593496
444088,9500,5022,9500,9500,9500,9500,9500,9500,9500,9500,9500,20160,11000,4750,1823,0.902789285
444103,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,
444130,17920.5,6250,8922,12500,15625,PrivacySuppressed,PrivacySuppressed,11254,12500,12149.5,10926,25250,19791,5481,1991,0.802816901
444158,34135.5,6544,8068,17588,19847,6334,9500,9500,8667.5,9500,9500,44131,26904,3579,2089,0.840602666
444167,24000,8485,10545.5,14000,12000,8362,14375.5,12500,9889.5,12410.5,11000,43055,26710,4762,2334,0.657965662
444194,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
444200,8331,4305,7286,7444,7174.5,6854,7917,7467,6947,7344.5,7286,11647,9500,4750,3267,0.840469613
444219,9000,5500,5964,5500,5500,3648,8000,6250,5262,6000,5438.5,19425,12500,4000,1935,0.087468031
444228,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
444237,9500,4750,9500,9500,9387,8662,9500,9500,9493.5,9500,9500,11762,9653.5,4750,1667,0.799396682
444255,21845,6297,14098,16500,14333.5,14102,15209,15333,9500,14875,14431.5,30383,22861,5236,2704,0.784188034
444264,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
444282,10050,4749.5,7350,8028,8080,7659.5,7917,7823,7506.5,7963,7581,14308,11777,4550,2750,0.835875534
444291,9833,4665,7452,8100,8044,8100,7095,7851,8167,7442,8100,13700,11765,4034,2428,0.830029249
444307,9833,4665,7452,8100,8044,8100,7095,7851,8167,7442,8100,13700,11765,4034,2428,0.830029249
444316,9872,PrivacySuppressed,9686,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,9500,9872,PrivacySuppressed,10128,6128,PrivacySuppressed,0.812865497
444325,18612.5,4750,18126,PrivacySuppressed,PrivacySuppressed,11458,18611,16824,18701.5,16824,18496,19125,19125,10520,4750,0.868965517
444334,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
444343,16920,8411,13210,PrivacySuppressed,PrivacySuppressed,10093,13210,11446,13210,13210,10085,16920,16920,7420,4750,0.851428571
444352,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
444361,PrivacySuppressed,PrivacySuppressed,6400,PrivacySuppressed,PrivacySuppressed,5500,6600,6400,6541,5950,6520.5,8000,6600,5500,3500,0.668292683
444370,6390.5,2343,6268,PrivacySuppressed,PrivacySuppressed,3789,6520,PrivacySuppressed,PrivacySuppressed,6296,6268,6544,6544,3274,1895,0.873170732
444398,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
444404,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
444413,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
444422,20000,4750,9500,PrivacySuppressed,PrivacySuppressed,4750,9500,PrivacySuppressed,PrivacySuppressed,9500,9500,20000,20000,4750,3083,0.856557377
444440,7917,3500,7917,PrivacySuppressed,PrivacySuppressed,7083,7917,PrivacySuppressed,PrivacySuppressed,7708.5,7917,12500,9250,3993.5,2293,0.899082569
444468,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.666666667
444486,16500,4750,11275,12225,9500,9500,12993,9833,13267.5,10140.5,11737.5,16500,16500,4750,4750,0.940850277
444510,17165.5,5171,14821.5,PrivacySuppressed,PrivacySuppressed,8770,15311,14935,17200,15251,15311,17200,17200,7669,3584,0.4
444529,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,4399,4399,5700,4858.5,4278,4075,0.40167364
444547,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
444556,9500,4750,9500,9499,7655,8887.5,9500,9500,9500,9500,9500,12982,12981,5412,3552,0.920704846
444565,29046.5,6334,16166,20833,13697,19537.5,15390,18194.5,15605.5,18279,17054,34536,30166.5,7401.5,3167,0.897374702
444574,25430,8361,16050,19312,21385,13747,19172.5,17154,19158,16399.5,18500,33204,25920,5900,3634,0.922667613
444583,3500,2965,2965,PrivacySuppressed,PrivacySuppressed,3125,3500,3500,3500,2965,3500,7500,4525,1750,1000,0.186046512
444592,8450,8150,8450,PrivacySuppressed,PrivacySuppressed,7435,8450,PrivacySuppressed,PrivacySuppressed,8450,8450,12990,9428.5,4427.5,3471,0.881355932
444608,16000,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,12000,20000,PrivacySuppressed,PrivacySuppressed,12000,12000,PrivacySuppressed,20000,9751,PrivacySuppressed,PrivacySuppressed
444635,7917,PrivacySuppressed,7917,PrivacySuppressed,PrivacySuppressed,4584,7917,PrivacySuppressed,PrivacySuppressed,7917,7917,PrivacySuppressed,7917,4584,PrivacySuppressed,PrivacySuppressed
444644,8444,PrivacySuppressed,8444,PrivacySuppressed,PrivacySuppressed,4889,8444,PrivacySuppressed,PrivacySuppressed,8444,7220,PrivacySuppressed,9500,4649,PrivacySuppressed,PrivacySuppressed
444653,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
444662,9833,4350,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,7975.5,5422.5,7043,8181,PrivacySuppressed,9666.5,4091,PrivacySuppressed,0.78761062
444671,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
444680,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
444699,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,
444705,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
444714,10098,5639,9500,PrivacySuppressed,PrivacySuppressed,9500,9500,9500,9500,9500,9500,17973,13357,5961,3167,0.827586207
